Hora,Temperatura (°C)
16:00:00,24.1926
16:00:01,23.9087
16:00:02,23.3849
16:00:03,23.0969
16:00:04,22.7919
16:00:05,22.6218
16:00:06,22.2115
16:00:07,21.7334
16:00:08,21.4611
16:00:09,21.0664
16:00:10,20.6167
16:00:11,20.2838
16:00:12,19.9157
16:00:13,19.6429
16:00:14,19.3127
16:00:15,18.8069
16:00:16,18.6851
16:00:17,18.253
16:00:18,17.8869
16:00:19,17.5237
16:00:20,17.3271
16:00:21,16.8349
16:00:22,16.4855
16:00:23,16.2074
16:00:24,15.9999
16:00:25,16.0626
16:00:26,16.007
16:00:27,16.0053
16:00:28,16.096
16:00:29,15.9951
16:00:30,15.9279
16:00:31,15.8993
16:00:32,16.0045
16:00:33,15.9227
16:00:34,16.0599
16:00:35,16.0223
16:00:36,15.9751
16:00:37,15.9477
16:00:38,15.9942
16:00:39,16.0474
16:00:40,24.2
16:00:41,24.2
16:00:42,24.2
16:00:43,24.2
16:00:44,24.2
16:00:45,24.2
16:00:46,24.2
16:00:47,23.7571
16:00:48,23.1571
16:00:49,22.8752
16:00:50,22.3996
16:00:51,21.9489
16:00:52,21.6865
16:00:53,21.3428
16:00:54,21.24
16:00:55,21.0035
16:00:56,20.584
16:00:57,20.426
16:00:58,20.2538
16:00:59,19.9238
16:01:00,19.8969
16:01:01,19.5555
16:01:02,19.3468
16:01:03,19.2201
16:01:04,19.0947
16:01:05,18.8989
16:01:06,18.9131
16:01:07,18.6713
16:01:08,18.4166
16:01:09,18.4227
16:01:10,18.1493
16:01:11,18.2595
16:01:12,17.9178
16:01:13,17.8589
16:01:14,17.7939
16:01:15,17.6037
16:01:16,17.4775
16:01:17,17.4699
16:01:18,17.2209
16:01:19,17.3277
16:01:20,17.0423
16:01:21,16.9489
16:01:22,16.9436
16:01:23,16.6863
16:01:24,16.7719
16:01:25,16.6271
16:01:26,16.6261
16:01:27,16.5065
16:01:28,16.5047
16:01:29,16.2799
16:01:30,16.3364
16:01:31,16.1948
16:01:32,16.0774
16:01:33,16.0612
16:01:34,15.9086
16:01:35,15.8512
16:01:36,15.7846
16:01:37,15.7725
16:01:38,15.6805
16:01:39,15.4521
16:01:40,15.6713
16:01:41,15.6296
16:01:42,15.3762
16:01:43,15.4312
16:01:44,15.3469
16:01:45,15.2072
16:01:46,15.1648
16:01:47,15.2075
16:01:48,14.9349
16:01:49,15.0713
16:01:50,15.049
16:01:51,14.8421
16:01:52,14.9559
16:01:53,14.8472
16:01:54,14.8177
16:01:55,14.6695
16:01:56,14.542
16:01:57,14.543
16:01:58,14.3414
16:01:59,14.4055
16:02:00,14.4753
16:02:01,14.3049
16:02:02,14.355
16:02:03,14.4388
16:02:04,14.1863
16:02:05,14.2091
16:02:06,14.0129
16:02:07,14.1657
16:02:08,14.1202
16:02:09,13.9483
16:02:10,13.8794
16:02:11,13.8776
16:02:12,13.7695
16:02:13,13.8703
16:02:14,13.8686
16:02:15,13.752
16:02:16,13.5564
16:02:17,13.7877
16:02:18,13.6579
16:02:19,13.5978
16:02:20,13.4106
16:02:21,13.491
16:02:22,13.4646
16:02:23,13.4308
16:02:24,13.4304
16:02:25,13.2788
16:02:26,13.2699
16:02:27,13.2107
16:02:28,13.2162
16:02:29,13.0521
16:02:30,13.2384
16:02:31,13.1636
16:02:32,13.1509
16:02:33,13.0422
16:02:34,13.0429
16:02:35,12.9457
16:02:36,13.077
16:02:37,12.8169
16:02:38,12.774
16:02:39,12.8392
16:02:40,12.83
16:02:41,12.9716
16:02:42,12.835
16:02:43,12.762
16:02:44,12.6162
16:02:45,12.5765
16:02:46,12.5441
16:02:47,12.6538
16:02:48,12.6352
16:02:49,12.6
16:02:50,12.4232
16:02:51,12.3538
16:02:52,12.4448
16:02:53,12.4458
16:02:54,12.3951
16:02:55,12.411
16:02:56,12.3856
16:02:57,12.3911
16:02:58,12.3246
16:02:59,12.1038
16:03:00,12.1501
