Hora,Temperatura (°C)
16:23:42,27.0
16:23:43,27.0
16:23:44,27.0
16:23:45,27.0
16:23:46,27.0
16:23:47,27.0
16:23:48,27.0
16:23:49,27.0
16:23:50,27.0
16:23:51,27.0
16:23:52,27.25
16:23:53,27.0
16:23:54,27.0
16:23:55,26.75
16:23:56,26.75
16:23:57,26.75
16:23:58,26.75
16:23:59,26.75
16:24:00,26.75
16:24:01,26.5
16:24:02,26.5
16:24:03,26.5
16:24:04,26.0
16:24:05,26.0
16:24:06,26.0
16:24:07,25.75
16:24:08,25.5
16:24:09,25.25
16:24:10,25.0
16:24:11,25.0
16:24:12,24.75
16:24:13,24.5
16:24:14,24.5
16:24:15,24.25
16:24:16,23.75
16:24:17,23.75
16:24:18,23.5
16:24:19,23.25
16:24:20,23.0
16:24:21,22.75
16:24:22,22.5
16:24:23,22.25
16:24:24,22.0
16:24:25,21.75
16:24:26,21.5
16:24:27,21.25
16:24:28,21.0
16:24:29,20.75
16:24:30,20.5
16:24:31,20.25
16:24:32,20.25
16:24:33,19.75
16:24:34,19.5
16:24:35,19.0
16:24:36,19.0
16:24:37,18.75
16:24:38,18.25
16:24:39,18.0
16:24:40,17.75
16:24:41,17.5
16:24:42,17.25
16:24:43,17.0
16:24:44,16.75
16:24:45,16.5
16:24:46,16.0
16:24:47,15.75
16:24:49,15.5
16:24:50,15.5
16:24:51,15.25
16:24:52,14.75
16:24:53,14.5
16:24:54,14.25
16:24:55,14.25
16:24:56,14.0
16:24:57,14.0
16:24:58,14.0
16:24:59,13.75
16:25:00,13.75
16:25:01,13.75
16:25:02,13.25
16:25:03,13.25
16:25:04,13.5
16:25:05,13.5
16:25:06,13.75
16:25:07,13.75
16:25:08,13.75
16:25:09,13.5
16:25:10,13.5
16:25:11,13.5
16:25:12,13.5
16:25:13,13.5
16:25:14,13.25
16:25:15,13.25
16:25:16,13.25
16:25:17,14.25
16:25:18,14.5
16:25:19,14.5
16:25:20,14.25
16:25:21,14.25
16:25:22,14.25
16:25:23,14.25
16:25:24,13.75
16:25:25,13.5
16:25:26,13.25
16:25:27,13.25
16:25:28,13.25
16:25:29,13.25
16:25:30,13.25
16:25:31,13.0
16:25:32,12.75
16:25:33,12.75
16:25:34,12.75
16:25:35,12.5
16:25:36,12.5
16:25:37,12.25
16:25:38,12.25
16:25:39,12.25
16:25:40,12.25
16:25:41,12.25
16:25:42,12.25
16:25:43,12.5
16:25:44,12.25
16:25:45,12.25
16:25:46,12.5
16:25:47,12.5
16:25:48,12.5
16:25:49,12.5
16:25:50,12.75
16:25:51,12.75
16:25:52,12.5
16:25:53,12.5
16:25:54,12.5
16:25:55,12.5
16:25:56,12.5
16:25:57,12.75
16:25:58,13.0
16:25:59,12.75
16:26:00,12.75
16:26:01,12.75
16:26:03,13.0
16:26:04,13.0
16:26:05,13.0
16:26:06,13.0
16:26:07,13.0
16:26:08,13.0
16:26:09,12.75
16:26:10,13.0
16:26:11,13.0
16:26:12,13.25
16:26:13,13.25
16:26:14,13.25
16:26:15,13.25
16:26:16,13.25
16:26:17,13.25
16:26:18,13.25
