Hora,Temperatura (°C)
16:00:00,23.0043
16:00:01,23.3512
16:00:02,23.9568
16:00:03,23.873
16:00:04,23.8742
16:00:05,24.04
16:00:06,23.7843
16:00:07,24.5485
16:00:08,23.4678
16:00:09,23.8874
16:00:10,23.668
16:00:11,23.2503
16:00:12,21.8391
16:00:13,20.7891
16:00:14,20.3001
16:00:15,19.834
16:00:16,19.114
16:00:17,17.7274
16:00:18,18.1565
16:00:19,16.9925
16:00:20,16.6881
16:00:21,15.8951
16:00:22,15.7278
16:00:23,15.4093
16:00:24,14.2586
16:00:25,13.6943
16:00:26,13.7103
16:00:27,13.0614
16:00:28,12.9692
16:00:29,12.7739
16:00:30,12.5088
16:00:31,12.0375
16:00:32,11.736
16:00:33,11.8774
16:00:34,11.1913
16:00:35,11.0973
16:00:36,11.2231
16:00:37,10.8743
16:00:38,10.5126
16:00:39,10.4233
16:00:40,10.2249
16:00:41,9.9581
16:00:42,9.5494
16:00:43,9.5606
16:00:44,9.2345
16:00:45,9.1649
16:00:46,8.6896
16:00:47,9.1658
16:00:48,8.4623
16:00:49,8.6247
16:00:50,8.0252
16:00:51,8.1336
16:00:52,7.8116
16:00:53,7.9299
16:00:54,8.0041
16:00:55,7.925
16:00:56,8.048
16:00:57,7.6663
16:00:58,7.6678
16:00:59,7.7276
16:01:00,7.6833
16:01:01,7.7634
16:01:02,7.521
16:01:03,7.5139
16:01:04,7.3641
16:01:05,7.4432
16:01:06,7.1177
16:01:07,7.4177
16:01:08,7.4286
16:01:09,6.9947
16:01:10,7.2431
16:01:11,7.2127
16:01:12,6.8307
16:01:13,6.8073
16:01:14,6.8147
16:01:15,7.2607
16:01:16,6.5817
16:01:17,6.497
16:01:18,6.7553
16:01:19,6.5742
16:01:20,6.6109
16:01:21,6.5011
16:01:22,6.3947
16:01:23,6.4276
16:01:24,6.798
16:01:25,6.3811
16:01:26,6.5805
16:01:27,6.2934
16:01:28,6.6549
16:01:29,6.3301
16:01:30,6.2871
16:01:31,6.0638
16:01:32,6.6684
16:01:33,6.5176
16:01:34,6.4485
16:01:35,6.5742
16:01:36,6.1477
16:01:37,6.3557
16:01:38,6.4269
16:01:39,6.3598
16:01:40,6.3532
16:01:41,6.3614
16:01:42,6.1935
16:01:43,6.5448
16:01:44,6.0682
16:01:45,5.9368
16:01:46,6.1838
16:01:47,6.2306
16:01:48,6.5457
16:01:49,6.366
16:01:50,6.1206
16:01:51,6.2971
16:01:52,6.2276
16:01:53,6.1294
16:01:54,6.3498
16:01:55,6.3033
16:01:56,6.3481
16:01:57,6.0177
16:01:58,6.3273
16:01:59,6.1047
16:02:00,5.9373
16:02:01,5.9661
16:02:02,6.2453
16:02:03,6.5141
16:02:04,6.3239
16:02:05,6.4194
16:02:06,6.5073
16:02:07,6.3093
16:02:08,6.3941
16:02:09,6.4237
16:02:10,6.0399
16:02:11,6.2752
16:02:12,6.48
16:02:13,5.9828
16:02:14,6.2514
16:02:15,6.173
16:02:16,6.0147
16:02:17,6.2311
16:02:18,6.2741
16:02:19,6.1744
16:02:20,6.0839
16:02:21,5.9322
16:02:22,6.0593
16:02:23,6.1506
16:02:24,6.021
16:02:25,6.2608
16:02:26,6.0744
16:02:27,6.2047
16:02:28,6.0829
16:02:29,6.4431
16:02:30,5.9859
16:02:31,5.8518
16:02:32,6.3097
16:02:33,6.2155
16:02:34,6.219
16:02:35,6.2608
16:02:36,6.0224
16:02:37,6.3414
16:02:38,6.1207
16:02:39,6.0208
16:02:40,6.4486
16:02:41,6.1163
16:02:42,6.3618
16:02:43,5.936
16:02:44,6.1283
16:02:45,6.4748
16:02:46,6.3777
16:02:47,6.1584
16:02:48,6.0862
16:02:49,6.1013
16:02:50,6.0319
16:02:51,6.1365
16:02:52,5.8987
16:02:53,5.9782
16:02:54,6.0015
16:02:55,6.1337
16:02:56,6.1398
16:02:57,5.975
16:02:58,6.2372
16:02:59,6.3394
16:03:00,6.1591
